"","qKO_rep1","qKO_rep2","qKO_rep3","WT_rep1","WT_rep2","WT_rep3"
"ENSMUSG00000045216.7",4366,3936,3498,4627,6425,2748
"ENSMUSG00000104523.1",424,430,354,421,529,316
"ENSMUSG00000102202.1",22,16,18,14,22,34
"ENSMUSG00000037470.14",9970,10818,7984,10336,12238,6336
"ENSMUSG00000098752.1",4,0,0,4,0,0
"ENSMUSG00000047180.8",0,6,2,6,0,0
"ENSMUSG00000037447.16",578,484,362,348,546,411
"ENSMUSG00000102762.1",4,2,2,0,10,4
"ENSMUSG00000010453.12",3383,3178,3680,2834,3834,2607
"ENSMUSG00000098680.1",0,0,0,0,0,0
"ENSMUSG00000037432.15",307,210,263,128,239,164
"ENSMUSG00000001143.13",1027,1206,1003,1126,1335,732
"ENSMUSG00000037408.10",262,264,276,208,256,228
"ENSMUSG00000104316.1",4,2,6,2,2,6
"ENSMUSG00000106081.1",0,0,0,0,0,0
"ENSMUSG00000001138.13",1584,1519,1720,1717,2279,1759
"ENSMUSG00000102845.1",9,13,10,11,13,7
"ENSMUSG00000067653.12",42,36,26,16,42,10
"ENSMUSG00000109510.1",0,0,0,0,0,0
"ENSMUSG00000079610.9",292,272,192,202,260,222
"ENSMUSG00000026121.13",210,196,136,148,259,48
"ENSMUSG00000087589.3",101,83,57,31,43,34
"ENSMUSG00000046337.17",1282,1075,656,528,762,382
"ENSMUSG00000089906.1",1,4,3,1,0,2
"ENSMUSG00000077939.1",0,0,0,0,0,0
"ENSMUSG00000061518.11",3850,3730,2636,2578,3836,2802
"ENSMUSG00000037351.9",4774,4718,5368,4358,5862,5134
"ENSMUSG00000102416.4",2,0,2,2,0,0
"ENSMUSG00000104237.1",0,0,0,0,0,0
"ENSMUSG00000026117.10",186,146,48,66,38,22
"ENSMUSG00000097291.1",0,0,0,0,0,0
"ENSMUSG00000026116.11",6053,6158,7258,6282,7978,4196
"ENSMUSG00000103016.1",0,4,0,4,2,0
"ENSMUSG00000102930.1",0,0,2,10,0,0
"ENSMUSG00000103159.1",0,8,2,14,6,6
"ENSMUSG00000080054.3",1,0,0,0,0,0
"ENSMUSG00000095944.1",0,4,0,0,0,0
"ENSMUSG00000050122.19",376,388,22,492,568,84
"ENSMUSG00000103603.1",0,4,0,4,4,0
"ENSMUSG00000026114.14",42,46,8,34,14,2
"ENSMUSG00000102231.1",0,0,0,0,0,0
"ENSMUSG00000026113.17",430,552,412,466,498,262
"ENSMUSG00000086064.1",0,0,0,0,0,0
"ENSMUSG00000102879.1",0,0,0,0,0,0
"ENSMUSG00000026112.7",3802,5048,5876,4892,4928,4784
"ENSMUSG00000026111.15",948,1284,844,1048,1056,1078
"ENSMUSG00000026110.15",572,746,766,724,848,462
"ENSMUSG00000103948.1",6,6,4,4,8,4
"ENSMUSG00000087233.1",0,0,0,2,0,0
"ENSMUSG00000026090.16",32,46,32,30,8,8
"ENSMUSG00000089767.1",0,0,0,0,0,0
"ENSMUSG00000104365.1",0,0,0,0,0,0
"ENSMUSG00000102650.1",0,0,0,0,0,0
"ENSMUSG00000060771.14",124,230,172,152,104,192
"ENSMUSG00000097268.1",0,0,0,0,0,0
"ENSMUSG00000037216.5",264,289,202,159,201,183
"ENSMUSG00000026088.15",728,995,580,721,799,771
"ENSMUSG00000026087.11",1866,1908,1682,1670,2098,2158
"ENSMUSG00000061584.6",0,0,0,0,0,0
"ENSMUSG00000087374.1",0,2,0,4,0,0
"ENSMUSG00000026085.11",0,0,0,0,0,0
"ENSMUSG00000089141.1",0,0,0,0,0,0
"ENSMUSG00000058407.12",1952,2694,1784,2428,2130,2572
"ENSMUSG00000026083.12",10159,12543,11718,10129,12735,11976
"ENSMUSG00000026082.11",2699,2977,2988,2335,2759,1748
"ENSMUSG00000103804.1",34,36,10,24,10,14
"ENSMUSG00000102716.1",2,0,0,0,0,0
"ENSMUSG00000037138.18",158,112,184,162,248,162
"ENSMUSG00000085391.1",0,0,0,0,0,2
"ENSMUSG00000085280.1",0,0,0,0,0,0
"ENSMUSG00000087131.7",0,0,0,0,0,0
"ENSMUSG00000102984.1",0,0,0,0,0,0
"ENSMUSG00000102541.1",0,0,0,0,0,0
"ENSMUSG00000103531.1",0,0,0,0,0,0
"ENSMUSG00000048814.11",54,100,164,162,196,184
"ENSMUSG00000026080.13",448,396,268,506,462,270
"ENSMUSG00000103647.1",0,0,0,0,0,0
"ENSMUSG00000102447.1",0,0,0,0,0,0
"ENSMUSG00000067604.8",0,0,0,0,0,0
"ENSMUSG00000026078.10",1678,1758,1564,1636,2194,1628
"ENSMUSG00000103046.1",42,98,62,40,22,54
"ENSMUSG00000104188.1",0,0,0,0,0,0
"ENSMUSG00000103182.1",6,4,0,0,2,0
"ENSMUSG00000098833.1",0,0,0,0,0,0
"ENSMUSG00000026077.15",76,82,32,78,88,40
"ENSMUSG00000092553.1",0,4,0,0,0,0
"ENSMUSG00000092563.1",0,0,0,0,2,2
"ENSMUSG00000073702.11",17004,19368,11439,13247,16434,14567
"ENSMUSG00000003134.10",2418,2476,1387,1067,1504,1077
"ENSMUSG00000102607.1",0,0,0,2,0,0
"ENSMUSG00000065629.2",0,0,0,0,0,0
"ENSMUSG00000104827.1",0,0,0,0,0,0
"ENSMUSG00000003135.15",3078,3624,3726,2958,3556,4084
"ENSMUSG00000085894.1",90,100,52,68,62,88
"ENSMUSG00000077704.1",14,16,8,6,6,20
"ENSMUSG00000048234.13",1070,1240,1064,1002,918,1038
"ENSMUSG00000064936.1",0,2,0,8,2,2
"ENSMUSG00000102471.1",2,0,0,0,0,0
"ENSMUSG00000050967.5",186,280,29,47,47,17
"ENSMUSG00000097083.1",86,114,43,49,19,3
"ENSMUSG00000057173.8",18,22,4,0,4,2
"ENSMUSG00000091937.3",0,0,0,0,0,0
"ENSMUSG00000101634.6",16,6,6,2,4,2
"ENSMUSG00000026074.15",15382,14996,16518,14284,18592,9128
"ENSMUSG00000102985.1",0,0,0,0,0,0
"ENSMUSG00000026073.13",2,12,6,0,2,0
"ENSMUSG00000097899.2",0,0,0,0,0,0
"ENSMUSG00000102975.1",0,0,0,0,0,0
"ENSMUSG00000026072.12",34,22,2,30,14,4
"ENSMUSG00000103560.1",0,0,0,2,0,2
"ENSMUSG00000070942.8",84,118,18,64,78,16
"ENSMUSG00000103230.1",4,6,2,0,0,0
"ENSMUSG00000026069.15",0,0,0,0,0,0
"ENSMUSG00000026070.15",0,0,70,30,56,24
"ENSMUSG00000026068.11",0,0,0,0,0,0
"ENSMUSG00000104441.1",0,0,0,0,0,0
"ENSMUSG00000026065.8",0,0,0,0,0,0
"ENSMUSG00000102676.1",0,0,0,0,0,0
"ENSMUSG00000026062.12",8,0,6,12,20,14
"ENSMUSG00000103679.1",0,0,0,0,0,0
"ENSMUSG00000103270.1",11,15,5,11,5,12
"ENSMUSG00000041945.12",17,31,13,19,23,14
"ENSMUSG00000079588.3",0,0,0,0,0,0
"ENSMUSG00000094136.2",0,0,0,0,0,0
"ENSMUSG00000104072.1",0,0,0,0,0,0
"ENSMUSG00000100185.1",0,0,0,0,0,0
"ENSMUSG00000100832.1",0,0,0,0,0,0
"ENSMUSG00000100178.1",0,0,0,0,0,0
"ENSMUSG00000101877.1",0,0,0,0,0,0
"ENSMUSG00000053640.2",0,0,0,0,0,0
"ENSMUSG00000101919.1",0,0,0,0,0,0
"ENSMUSG00000101299.2",0,0,0,0,0,0
"ENSMUSG00000100180.1",0,0,0,0,0,0
"ENSMUSG00000103106.1",0,0,0,0,0,0
"ENSMUSG00000060424.14",2,8,0,2,4,0
"ENSMUSG00000104199.1",0,0,0,0,0,0
"ENSMUSG00000093436.6",0,0,0,0,0,0
"ENSMUSG00000045515.3",40,28,36,32,76,60
"ENSMUSG00000097063.3",0,0,0,0,0,0
"ENSMUSG00000099784.1",0,0,0,0,0,0
"ENSMUSG00000060679.14",2576,2438,2454,2268,2788,2462
"ENSMUSG00000077448.1",4,0,0,2,4,0
"ENSMUSG00000041907.9",20,2,0,4,4,6
"ENSMUSG00000089088.1",0,0,0,0,0,0
"ENSMUSG00000070939.9",791,868,818,716,1012,708
"ENSMUSG00000100269.1",1,0,0,0,0,0
"ENSMUSG00000041878.3",2,4,0,4,4,4
"ENSMUSG00000010290.7",1300,1890,1274,1580,1440,1302
"ENSMUSG00000008136.14",10,8,0,8,12,4
"ENSMUSG00000094497.1",344,242,310,250,702,374
"ENSMUSG00000099576.1",0,4,0,4,4,0
"ENSMUSG00000099694.1",0,0,0,0,0,0
"ENSMUSG00000101923.1",0,0,0,0,0,0
"ENSMUSG00000066877.11",704,656,634,438,670,598
"ENSMUSG00000103422.1",2,0,0,0,0,4
"ENSMUSG00000103945.1",34,40,54,34,44,20
"ENSMUSG00000026051.8",4,2,0,2,0,8
"ENSMUSG00000100764.1",0,0,0,0,0,0
"ENSMUSG00000100635.1",0,0,0,0,0,0
"ENSMUSG00000100480.1",0,0,2,4,16,4
"ENSMUSG00000057363.12",916,1384,970,1168,1128,992
"ENSMUSG00000090243.1",4,0,4,10,4,2
"ENSMUSG00000100701.1",0,0,0,2,0,0
"ENSMUSG00000101395.1",0,0,0,0,0,0
"ENSMUSG00000088848.1",0,0,0,0,0,0
"ENSMUSG00000095757.1",0,0,0,0,0,0
"ENSMUSG00000041763.14",4186,6596,4976,5626,4770,5070
"ENSMUSG00000047343.4",0,2,6,4,6,4
"ENSMUSG00000090106.1",0,0,0,0,0,0
"ENSMUSG00000091844.2",0,0,2,4,0,0
"ENSMUSG00000026049.11",400,652,500,554,418,572
"ENSMUSG00000101104.6",0,0,0,0,0,0
"ENSMUSG00000026047.13",1242,1496,1230,1028,990,1042
"ENSMUSG00000041684.11",814,1214,994,882,750,964
"ENSMUSG00000026048.16",2242,2226,1634,1442,1762,1060
"ENSMUSG00000046828.3",0,0,0,0,8,0
"ENSMUSG00000089703.1",0,0,0,0,0,0
"ENSMUSG00000100966.1",0,0,0,0,0,0
"ENSMUSG00000100769.1",0,0,0,0,0,0
"ENSMUSG00000101567.1",0,2,0,0,4,4
"ENSMUSG00000056870.9",168,330,78,220,120,52
"ENSMUSG00000102319.1",0,0,0,4,8,0
"ENSMUSG00000089877.1",0,0,0,0,2,0
"ENSMUSG00000101701.1",2,4,0,0,0,0
"ENSMUSG00000103071.1",6,0,0,0,0,0
"ENSMUSG00000100434.1",0,0,0,0,0,0
"ENSMUSG00000100013.1",0,0,0,0,0,0
"ENSMUSG00000101251.1",0,0,0,0,0,0
"ENSMUSG00000101937.1",0,0,0,0,0,0
"ENSMUSG00000026043.18",8,2,2,2,0,2
"ENSMUSG00000105211.1",0,0,0,0,0,0
"ENSMUSG00000026042.16",50,40,18,100,128,66
"ENSMUSG00000104476.1",0,0,0,0,0,0
"ENSMUSG00000100218.1",0,0,0,0,0,0
"ENSMUSG00000100361.1",0,0,0,0,0,0
"ENSMUSG00000100894.1",0,0,0,0,0,0
"ENSMUSG00000095121.1",0,0,0,0,0,0
"ENSMUSG00000065255.1",0,0,0,0,0,0
"ENSMUSG00000100843.1",0,0,0,0,0,0
"ENSMUSG00000087764.1",0,0,0,0,0,0
"ENSMUSG00000025995.16",5338,6234,7284,6744,7048,7410
"ENSMUSG00000099850.1",0,0,0,0,0,0
"ENSMUSG00000084817.3",0,2,2,0,8,0
"ENSMUSG00000098549.1",0,0,0,0,0,0
"ENSMUSG00000099381.1",0,0,0,2,0,0
"ENSMUSG00000025993.10",12,58,14,20,42,46
"ENSMUSG00000099946.1",0,2,0,0,0,0
"ENSMUSG00000070896.2",0,0,0,0,0,0
"ENSMUSG00000090682.4",0,0,0,0,0,0
"ENSMUSG00000044457.8",0,0,0,0,0,0
"ENSMUSG00000099432.1",0,0,0,0,0,0
"ENSMUSG00000041144.11",8,8,8,16,16,30
"ENSMUSG00000096047.1",0,0,0,0,0,0
"ENSMUSG00000101262.1",0,0,2,0,0,2
"ENSMUSG00000101337.6",10,16,28,15,20,32
"ENSMUSG00000025986.6",2634,3568,4102,3903,4244,3494
"ENSMUSG00000100213.1",20,30,6,10,0,6
"ENSMUSG00000103129.1",0,0,0,0,0,0
"ENSMUSG00000100160.1",10,8,4,0,0,0
"ENSMUSG00000101921.1",0,0,0,0,0,0
"ENSMUSG00000101447.1",0,0,0,0,0,0
"ENSMUSG00000081185.1",0,0,0,0,0,0
"ENSMUSG00000103246.1",0,0,0,0,0,0
"ENSMUSG00000098876.1",0,0,0,0,0,0
"ENSMUSG00000100530.1",0,0,0,0,0,0
"ENSMUSG00000104067.1",0,0,0,0,0,0
"ENSMUSG00000100033.1",54,28,22,36,36,32
"ENSMUSG00000094968.1",0,0,0,0,0,0
"ENSMUSG00000088017.1",0,0,0,0,0,0
"ENSMUSG00000101996.1",0,0,0,0,0,0
"ENSMUSG00000096973.1",4,2,2,0,2,4
"ENSMUSG00000064943.1",0,0,0,0,0,0
"ENSMUSG00000100866.1",0,0,0,0,0,0
"ENSMUSG00000101721.1",0,0,0,0,0,0
"ENSMUSG00000099376.1",0,0,0,0,0,0
"ENSMUSG00000097883.1",2,0,0,0,0,2
"ENSMUSG00000092790.1",0,0,0,0,0,0
"ENSMUSG00000099698.1",0,0,0,0,0,0
"ENSMUSG00000099454.1",0,0,0,0,0,0
"ENSMUSG00000051616.14",0,0,0,0,0,0
"ENSMUSG00000099627.1",0,0,0,0,0,0
"ENSMUSG00000099577.1",0,0,0,0,0,0
"ENSMUSG00000099882.1",0,0,0,0,0,0
"ENSMUSG00000101760.1",0,0,0,0,0,0
"ENSMUSG00000099608.1",0,0,0,0,0,0
"ENSMUSG00000099864.1",0,0,0,0,0,0
"ENSMUSG00000098249.1",0,0,0,0,0,0
"ENSMUSG00000100451.1",0,0,0,0,0,0
"ENSMUSG00000099941.1",0,0,0,0,0,0
"ENSMUSG00000084531.1",0,0,0,0,0,0
"ENSMUSG00000100816.1",0,0,0,2,4,0
"ENSMUSG00000026109.14",4,0,4,2,2,8
"ENSMUSG00000100671.1",0,0,0,0,0,0
"ENSMUSG00000092906.1",0,0,0,0,0,0
"ENSMUSG00000101242.1",0,0,0,0,0,0
"ENSMUSG00000099924.1",0,0,0,0,0,0
"ENSMUSG00000099625.1",0,0,0,0,0,0
"ENSMUSG00000101799.1",0,0,0,0,0,0
"ENSMUSG00000045954.7",0,0,0,0,0,2
"ENSMUSG00000099741.1",0,0,0,0,0,0
"ENSMUSG00000101702.1",0,0,0,0,0,0
"ENSMUSG00000026107.11",530,948,818,2132,1754,1514
"ENSMUSG00000099413.1",0,0,0,4,0,0
"ENSMUSG00000103424.1",0,0,0,0,0,0
"ENSMUSG00000101741.1",6,8,4,0,8,4
"ENSMUSG00000018417.14",3178,3650,2396,2604,2824,1882
"ENSMUSG00000101724.1",0,0,0,0,0,0
"ENSMUSG00000100313.1",2,0,2,2,4,0
"ENSMUSG00000100696.1",0,0,0,0,0,0
"ENSMUSG00000099135.1",0,0,0,0,0,0
"ENSMUSG00000072324.4",84,82,68,56,108,62
"ENSMUSG00000062939.11",90,138,102,152,110,76
"ENSMUSG00000101628.1",2,0,0,0,0,0
"ENSMUSG00000078291.1",0,0,2,0,0,0
"ENSMUSG00000109599.1",4,2,4,10,2,8
"ENSMUSG00000026104.14",278,416,208,340,356,372
"ENSMUSG00000099569.1",0,0,0,0,2,0
"ENSMUSG00000026103.14",1586,2882,2252,1990,1420,1648
"ENSMUSG00000099648.1",0,0,0,0,0,0
"ENSMUSG00000065192.1",0,0,0,0,0,0
"ENSMUSG00000002881.14",112,136,58,124,112,164
"ENSMUSG00000097833.1",0,4,2,0,0,0
"ENSMUSG00000101501.1",0,0,0,0,0,0
"ENSMUSG00000100120.1",0,0,0,0,0,0
"ENSMUSG00000099878.1",0,0,0,0,0,0
"ENSMUSG00000100007.1",0,0,2,0,0,0
"ENSMUSG00000043015.15",650,850,510,530,586,398
"ENSMUSG00000103630.1",4,2,0,0,0,0
"ENSMUSG00000041439.15",40,54,56,30,62,28
"ENSMUSG00000100302.1",0,0,6,0,0,0
"ENSMUSG00000100230.1",0,0,0,0,0,0
"ENSMUSG00000026102.9",138,126,76,58,146,62
"ENSMUSG00000041426.12",768,854,512,622,596,610
"ENSMUSG00000089802.1",0,0,0,0,0,0
"ENSMUSG00000043629.12",1022,1330,1314,2200,2172,1292
"ENSMUSG00000026100.6",0,0,0,0,0,0
"ENSMUSG00000089334.1",0,0,0,0,0,0
"ENSMUSG00000060715.9",14,6,8,14,10,10
"ENSMUSG00000026098.13",837,1015,766,905,818,910
"ENSMUSG00000100763.1",37,61,38,27,54,54
"ENSMUSG00000026097.9",318,634,388,628,346,786
"ENSMUSG00000100679.1",0,0,0,0,0,0
"ENSMUSG00000026096.14",328,402,294,374,448,354
"ENSMUSG00000099913.1",15,26,16,38,6,38
"ENSMUSG00000101838.6",0,0,0,0,0,0
"ENSMUSG00000026095.15",378,446,496,438,438,646
"ENSMUSG00000117809.1",0,0,0,0,0,0
"ENSMUSG00000100267.1",0,0,0,0,0,0
"ENSMUSG00000099450.1",0,0,0,0,0,0
"ENSMUSG00000100069.1",0,0,0,0,0,0
"ENSMUSG00000096141.2",28,8,40,34,50,10
"ENSMUSG00000092657.1",0,0,0,0,0,0
"ENSMUSG00000026094.14",484,596,472,788,666,648
"ENSMUSG00000102405.1",0,0,0,0,0,0
"ENSMUSG00000042807.15",12,18,26,42,76,36
"ENSMUSG00000098443.1",0,0,0,0,0,0
"ENSMUSG00000087949.1",0,0,0,0,0,0
"ENSMUSG00000102868.1",0,0,0,0,0,0
"ENSMUSG00000094013.1",0,0,0,0,0,0
"ENSMUSG00000025983.11",22,20,2,18,6,10
"ENSMUSG00000041303.7",2126,3130,2766,3196,2944,2596
"ENSMUSG00000109809.1",0,0,0,0,0,0
"ENSMUSG00000073678.4",2590,4676,2316,4158,3216,2282
"ENSMUSG00000104136.1",2,6,0,0,18,6
"ENSMUSG00000101130.1",0,0,0,0,0,0
"ENSMUSG00000052331.14",14,8,16,28,35,6
"ENSMUSG00000101674.6",0,0,0,0,3,0
"ENSMUSG00000102503.1",0,0,0,0,0,0
"ENSMUSG00000089245.1",0,0,0,0,0,0
"ENSMUSG00000102642.1",0,0,0,0,0,0
"ENSMUSG00000025982.13",17522,23063,19670,20472,21302,17232
"ENSMUSG00000103030.1",15,6,12,27,28,17
"ENSMUSG00000025981.13",385,708,648,659,600,693
"ENSMUSG00000101122.1",24,10,22,20,18,18
"ENSMUSG00000025980.14",26834,32434,34404,33999,35405,32170
"ENSMUSG00000073676.4",5204,7615,4580,5819,5409,5460
"ENSMUSG00000100736.1",6,0,0,0,0,0
"ENSMUSG00000089670.1",2,0,2,0,0,2
"ENSMUSG00000025979.13",974,1668,1176,1640,1142,1168
"ENSMUSG00000061863.6",0,0,0,0,0,4
"ENSMUSG00000025978.14",29,14,6,5,10,40
"ENSMUSG00000097649.2",1,2,0,1,0,4
"ENSMUSG00000046994.9",1004,1322,1220,1214,1220,1088
"ENSMUSG00000025977.15",18,36,12,30,30,18
"ENSMUSG00000100215.1",226,128,38,122,114,116
"ENSMUSG00000101945.1",0,0,0,0,0,0
"ENSMUSG00000101085.1",0,0,0,0,0,0
"ENSMUSG00000038349.10",0,0,0,2,0,0
"ENSMUSG00000102145.1",0,2,4,2,4,17
"ENSMUSG00000100309.1",0,2,1,0,2,1
"ENSMUSG00000102831.1",0,0,0,0,0,0
"ENSMUSG00000099950.1",0,2,0,2,0,2
"ENSMUSG00000102491.1",0,0,0,0,0,0
"ENSMUSG00000100372.1",0,0,0,0,0,0
"ENSMUSG00000100944.1",0,6,0,0,0,0
"ENSMUSG00000101332.1",0,0,0,0,0,0
"ENSMUSG00000045336.5",0,0,0,0,0,0
"ENSMUSG00000038331.15",548,535,522,514,694,493
"ENSMUSG00000087022.4",44,15,12,6,24,3
"ENSMUSG00000104310.1",0,0,0,0,0,0
"ENSMUSG00000094128.1",0,0,0,0,0,0
"ENSMUSG00000099945.1",0,0,0,0,0,0
"ENSMUSG00000101429.1",0,0,0,0,0,0
"ENSMUSG00000101129.1",0,0,0,0,0,0
"ENSMUSG00000097519.2",146,186,150,168,218,118
"ENSMUSG00000038323.3",430,908,422,678,414,730
"ENSMUSG00000048495.16",529,671,509,703,724,592
"ENSMUSG00000025971.6",591,827,697,797,734,818
"ENSMUSG00000077776.1",0,0,0,0,0,0
"ENSMUSG00000088353.1",0,0,0,0,0,0
"ENSMUSG00000101826.1",0,0,0,0,0,0
"ENSMUSG00000102685.1",0,0,0,0,0,0
"ENSMUSG00000101151.1",0,0,0,0,0,0
"ENSMUSG00000038305.15",658,858,720,262,316,398
"ENSMUSG00000091283.1",4,0,0,0,0,0
"ENSMUSG00000054770.16",2035,2784,1933,2266,2135,1984
"ENSMUSG00000026039.9",2973,4148,2731,3410,3043,3176
"ENSMUSG00000063558.4",230,244,66,100,54,74
"ENSMUSG00000064294.12",20,47,6,54,78,80
"ENSMUSG00000089275.1",0,0,0,0,0,0
"ENSMUSG00000038242.12",27,17,21,48,37,14
"ENSMUSG00000089822.1",7,5,1,2,3,0
"ENSMUSG00000079554.2",12,16,0,1,0,0
"ENSMUSG00000103839.1",58,134,38,48,48,68
"ENSMUSG00000051223.14",12618,18154,20850,21110,19620,21618
"ENSMUSG00000026034.17",5816,8349,4134,5505,5200,4040
"ENSMUSG00000026035.15",772,915,681,809,801,858
"ENSMUSG00000026036.17",2430,2719,2924,2536,3098,2789
"ENSMUSG00000026037.14",3062,3788,4791,5159,5283,4749
"ENSMUSG00000094245.1",2,18,12,12,6,6
"ENSMUSG00000085054.2",31,37,15,23,23,38
"ENSMUSG00000038174.14",611,971,611,939,693,638
"ENSMUSG00000026032.8",1124,1256,706,760,1058,688
"ENSMUSG00000100202.1",0,0,0,0,0,0
"ENSMUSG00000099490.1",0,0,0,0,0,0
"ENSMUSG00000059647.5",0,0,0,0,0,0
"ENSMUSG00000047528.13",0,0,0,0,0,0
"ENSMUSG00000102059.1",0,0,0,0,0,0
"ENSMUSG00000101046.1",0,0,0,0,0,0
"ENSMUSG00000026031.15",210,258,364,308,534,154
"ENSMUSG00000100236.1",0,2,0,0,0,0
"ENSMUSG00000026029.14",36,24,36,42,50,18
"ENSMUSG00000102719.1",0,0,2,0,6,0
"ENSMUSG00000099719.1",0,0,0,0,0,0
"ENSMUSG00000026028.12",1560,1750,1832,2022,2248,1700
"ENSMUSG00000026027.13",310,376,276,252,344,276
"ENSMUSG00000072295.7",0,0,0,0,4,0
"ENSMUSG00000047383.8",0,0,0,0,0,0
"ENSMUSG00000099752.1",0,0,0,0,0,0
"ENSMUSG00000077616.1",0,0,0,0,0,0
"ENSMUSG00000038079.14",816,818,852,773,760,775
"ENSMUSG00000097573.2",18,6,18,3,20,15
"ENSMUSG00000079550.9",8,4,2,4,0,0
"ENSMUSG00000101586.1",70,95,81,105,117,64
"ENSMUSG00000099563.1",0,0,0,0,0,0
"ENSMUSG00000026024.14",1912,2085,2221,2729,3641,1914
"ENSMUSG00000026023.16",0,0,0,0,0,2
"ENSMUSG00000099922.1",10,2,0,0,0,4
"ENSMUSG00000104502.1",10,12,10,6,14,2
"ENSMUSG00000041075.8",1810,2082,2580,3350,3834,1972
"ENSMUSG00000097819.1",24,52,44,52,30,40
"ENSMUSG00000047361.16",24,58,16,20,12,10
"ENSMUSG00000099811.6",0,0,0,0,0,0
"ENSMUSG00000101409.1",0,0,0,0,0,0
"ENSMUSG00000026021.15",3292,4502,3622,4204,4334,3950
"ENSMUSG00000089276.1",0,0,0,0,0,0
"ENSMUSG00000103821.1",56,62,70,50,26,22
"ENSMUSG00000101400.1",0,2,0,4,0,0
"ENSMUSG00000026020.9",11890,14724,14840,16256,16276,14540
"ENSMUSG00000077345.1",2,16,2,8,0,0
"ENSMUSG00000077358.1",0,0,0,0,0,0
"ENSMUSG00000089512.3",0,16,22,8,16,2
"ENSMUSG00000089093.3",0,0,2,2,6,4
"ENSMUSG00000067336.6",694,1008,566,782,738,480
"ENSMUSG00000104052.1",0,0,0,4,0,0
"ENSMUSG00000103131.1",0,0,0,0,0,0
"ENSMUSG00000041040.12",1271,1863,1358,1503,1715,1174
"ENSMUSG00000103696.1",0,4,0,0,0,4
"ENSMUSG00000100901.1",0,0,0,0,0,0
"ENSMUSG00000026018.12",131,165,120,119,147,86
"ENSMUSG00000026019.15",3160,3856,3427,3097,3475,3504
"ENSMUSG00000026017.13",220,416,201,221,241,190
"ENSMUSG00000082609.1",12,4,4,6,2,12
"ENSMUSG00000073664.11",1992,2966,1310,2094,1510,1094
"ENSMUSG00000100516.1",0,0,0,0,0,0
"ENSMUSG00000049439.13",788,960,802,838,904,604
"ENSMUSG00000103822.1",0,4,0,2,2,0
"ENSMUSG00000026782.15",1598,2146,1858,2356,2380,1386
"ENSMUSG00000026014.15",2610,3398,3068,3160,3334,2174
"ENSMUSG00000081562.1",2,0,0,6,0,2
"ENSMUSG00000084400.1",0,0,0,0,0,0
"ENSMUSG00000082160.1",0,0,0,0,0,0
"ENSMUSG00000103215.1",0,0,0,0,0,0
"ENSMUSG00000088973.1",0,0,0,0,0,0
"ENSMUSG00000084151.1",0,0,0,0,0,0
"ENSMUSG00000101188.1",248,268,332,252,514,238
"ENSMUSG00000026012.2",0,0,4,0,2,0
"ENSMUSG00000086795.1",0,0,0,0,4,0
"ENSMUSG00000085965.1",0,0,0,0,0,0
"ENSMUSG00000104069.1",0,0,0,2,0,0
"ENSMUSG00000083118.1",0,0,0,0,0,0
"ENSMUSG00000083355.1",0,0,0,0,0,0
"ENSMUSG00000102549.1",0,0,0,0,0,0
"ENSMUSG00000026011.13",0,0,0,0,0,0
"ENSMUSG00000081382.1",6,2,2,2,10,4
"ENSMUSG00000080800.1",0,0,0,0,0,0
"ENSMUSG00000026009.14",0,0,0,0,0,0
"ENSMUSG00000102561.1",0,0,0,0,0,0
"ENSMUSG00000082804.3",0,0,0,0,0,0
"ENSMUSG00000082661.1",0,0,0,0,0,0
"ENSMUSG00000080785.1",0,0,0,0,0,0
"ENSMUSG00000100893.1",0,0,0,0,0,0
"ENSMUSG00000085248.2",0,0,0,0,0,0
"ENSMUSG00000085447.1",0,0,0,0,0,0
"ENSMUSG00000086408.1",0,0,0,0,0,0
"ENSMUSG00000089546.1",0,0,0,0,0,0
"ENSMUSG00000100965.1",0,0,0,0,0,0
"ENSMUSG00000102168.1",0,0,0,0,0,0
"ENSMUSG00000100381.1",0,0,0,0,0,0
"ENSMUSG00000086009.1",0,0,0,0,0,0
"ENSMUSG00000052062.14",7,2,10,12,10,18
"ENSMUSG00000103656.1",2,0,0,0,0,0
"ENSMUSG00000104402.1",0,0,0,0,0,0
"ENSMUSG00000104081.1",0,0,0,0,0,0
"ENSMUSG00000085842.7",1,0,0,0,0,4
"ENSMUSG00000103002.1",0,0,0,0,0,0
"ENSMUSG00000100344.1",0,0,0,0,0,0
"ENSMUSG00000101509.1",0,0,0,0,0,0
"ENSMUSG00000085019.2",0,0,0,0,0,0
"ENSMUSG00000102359.1",0,0,0,0,0,0
"ENSMUSG00000085400.1",0,2,0,0,0,0
"ENSMUSG00000100750.1",0,2,0,0,0,0
"ENSMUSG00000081950.1",0,0,0,2,0,0
"ENSMUSG00000084333.1",2,0,0,0,2,2
"ENSMUSG00000025969.15",3052,3214,6516,4650,5286,3594
"ENSMUSG00000100811.1",0,0,0,0,6,0
"ENSMUSG00000103032.1",44,74,86,98,102,18
"ENSMUSG00000100426.1",0,0,0,4,0,0
"ENSMUSG00000040865.15",2742,3340,3424,4307,4277,2264
"ENSMUSG00000104991.1",0,0,0,0,0,0
"ENSMUSG00000088953.1",0,0,0,0,0,0
"ENSMUSG00000081617.1",0,0,0,0,0,0
"ENSMUSG00000081429.1",2,0,0,2,0,0
"ENSMUSG00000084799.7",412,532,476,466,448,474
